Field1;photoID;photoTitle;photoUrl;photoAccur;photoTags;photoTagsC;photoComme;photoDateP;photoDateT;photoDescr;photoNotes;photoNot_1;photoMedia;photoMed_1;photoLicen;photoIsFam;photoIsFri;photoIsPri;photoLongi;photoLatit;userID;userName;userRealNa;userPhotoC;userPhotoF;userPhot_1;userLocati;userBuddyI;userIsPro;userIsAdmi;userContac;userPhotoS
656;6304443124;Brandenburg Gate - Top;http://www.flickr.com/photos/wsuvak/6304443124/;16;Berlin - Brandenburger Tor - Germany - September -;4;0;2 Nov 2011 00:18:56 GMT;23 Sep 2011 13:28:17 GMT;View of the top of the gate.;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
657;6301449623;Fassbender & Rausch;http://www.flickr.com/photos/wsuvak/6301449623/;16;Berlin - Brandenburger Tor - Chocolate - Germany - October -;5;0;1 Nov 2011 09:29:15 GMT;7 Oct 2011 10:16:20 GMT;A chocolate rendition of the Brandenburg Gate, they have many famous landmarks in chocolate as well, including the Richstag and the Hollow Tooth.;;0;NA;NA;0;FALSE;FALSE;NA;13,391477;52,512054;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
658;6294870930;Brandenburg Gate traffic;http://www.flickr.com/photos/nikkornova/6294870930/;16;2011 - Berlin - Germany - September 2011 - Tyskland - Deutschland - Europe - city - capital - metropolis - Brandenburg Gate - Brandenburger Tor - landmark - traffic - long exposure - light - trails - Rotes Rathaus - Fernsehturm -;19;2;30 Oct 2011 13:40:28 GMT;7 Sep 2011 18:53:20 GMT;Berlin, Germany;Fernsehturm - Rotes Rathaus -;2;NA;NA;0;FALSE;FALSE;NA;13,373644;52,515892;42544406@N07;frederiktogsverd;Frederik Togsverd;1994;16 Sep 2009 04:21:15 GMT;11 Sep 2009 09:22:11 GMT;Svendborg, Denmark;http://farm6.static.flickr.com/5205/buddyicons/42544406@N07.jpg;TRUE;FALSE;54;85
659;6294052217;Brandenburg Gate;http://www.flickr.com/photos/anthony-gurr/6294052217/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Anthony Gurr -;4;0;30 Oct 2011 11:34:15 GMT;8 Oct 2011 09:16:07 GMT;The Brandenburg Gate is the only remaining gate of a series through which Berlin was once entered. It's one of the most well-known landmarks in Berlin and Germany.;;0;NA;NA;0;FALSE;FALSE;NA;13,379158;52,516422;60566131@N06;AnthonyGurr;Anthony Gurr;1337;13 Mar 2011 19:00:11 GMT;27 Jul 2003 16:57:25 GMT;;http://farm6.static.flickr.com/5177/buddyicons/60566131@N06.jpg;TRUE;FALSE;20;31
660;6294581352;Brandenburg Gate;http://www.flickr.com/photos/anthony-gurr/6294581352/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Anthony Gurr -;4;0;30 Oct 2011 11:35:40 GMT;8 Oct 2011 17:33:39 GMT;The Brandenburg Gate is the only remaining gate of a series through which Berlin was once entered. It's one of the most well-known landmarks in Berlin and Germany.;;0;NA;NA;0;FALSE;FALSE;NA;13,379158;52,516422;60566131@N06;AnthonyGurr;Anthony Gurr;1337;13 Mar 2011 19:00:11 GMT;27 Jul 2003 16:57:25 GMT;;http://farm6.static.flickr.com/5177/buddyicons/60566131@N06.jpg;TRUE;FALSE;20;31
661;6294028953;;http://www.flickr.com/photos/nikkornova/6294028953/;16;2011 - Berlin - Germany - September 2011 - Tyskland - Deutschland - Europe - city - capital - metropolis - architecture - sunset - starburst - Brandenburg Gate - Brandenburger Tor -;15;0;30 Oct 2011 11:23:10 GMT;6 Sep 2011 15:53:24 GMT;Berlin, Germany;;0;NA;NA;0;FALSE;FALSE;NA;13,378343;52,51633;42544406@N07;frederiktogsverd;Frederik Togsverd;1994;16 Sep 2009 04:21:15 GMT;11 Sep 2009 09:22:11 GMT;Svendborg, Denmark;http://farm6.static.flickr.com/5205/buddyicons/42544406@N07.jpg;TRUE;FALSE;54;85
662;6285495211;Brandenburger Tor;http://www.flickr.com/photos/dervermummteherr/6285495211/;16;Berlin - Brandenburger Tor - Brandenburg Gate - Festival of Lights - Night -;5;0;27 Oct 2011 12:09:32 GMT;23 Oct 2011 21:52:46 GMT;Brandenburger Tor beim Festival of Lights 2011;;0;NA;NA;0;FALSE;FALSE;NA;13,379605;52,516426;22601796@N08;dervermummteherr;;111;21 Nov 2008 22:37:11 GMT;5 Sep 1994 08:00:00 GMT;;http://farm4.static.flickr.com/3059/buddyicons/22601796@N08.jpg;FALSE;FALSE;2;7
663;6282891134;Brandenburger Tor;http://www.flickr.com/photos/58026969@N05/6282891134/;16;berlin - brandenburger tor - brandenburg gate -;3;0;26 Oct 2011 10:25:37 GMT;22 Oct 2011 08:26:00 GMT;Berlin;;0;NA;NA;4;FALSE;FALSE;NA;13,376916;52,516254;58026969@N05;tyo.;;200;15 Jan 2011 04:16:12 GMT;22 May 2010 14:41:29 GMT;;http://farm7.static.flickr.com/6234/buddyicons/58026969@N05.jpg;FALSE;FALSE;10;13
664;6276287952;Lights;http://www.flickr.com/photos/29408886@N03/6276287952/;16;Panorama - Berlin - festival of lights - 2011 - night - nightshot - light - Brandenburger Tor - canon - widescreen -;10;13;24 Oct 2011 11:11:34 GMT;15 Oct 2011 19:36:09 GMT;Brandenburger Tor beim Festival of Lights 2011 - Panorama;;0;NA;NA;0;FALSE;FALSE;NA;13,378064;52,516342;29408886@N03;phelsumar;;380;10 Aug 2008 12:01:01 GMT;11 May 2008 08:54:04 GMT;;http://farm4.static.flickr.com/3384/buddyicons/29408886@N03.jpg;TRUE;FALSE;277;23
665;6273716387;Brandenburger Tor;http://www.flickr.com/photos/alles-banane/6273716387/;16;Berlin - U-Bahn - Brandenburger Tor -;3;2;23 Oct 2011 21:34:03 GMT;23 Oct 2011 14:06:13 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,37742;52,51632;54459033@N02;alles banane;;2470;1 Oct 2010 17:33:55 GMT;31 Dec 1979 23:00:14 GMT;;http://farm8.static.flickr.com/7145/buddyicons/54459033@N02.jpg;TRUE;FALSE;85;64
666;6268021875;Berlin at dawn, Festival of Lights 2011;http://www.flickr.com/photos/corscri/6268021875/;16;berlin - dawn - festivaloflights - 17juni - unterdenlinden - Stra??e des 17. Juni - brandenburgertor - branderburger - corscri - 18marz -;10;4;22 Oct 2011 06:01:49 GMT;17 Oct 2011 04:56:26 GMT;La porta di Brandeburgo, per la gioia dei fotografi che s'accontentano di poco, ?¿ posizionata esattamente sull'asse est ovest. Il fatto poi che sia il punto di confluenza di Unter den Linden (est) e Stra??e des 17. Juni (ovest) consente di avere campo l;;0;NA;NA;1;FALSE;FALSE;NA;13,377306;52,516182;33399095@N00;Corscri Daje Tutti! [Cristiano Corsini];cristiano corsini;1741;5 May 2006 13:26:29 GMT;23 Nov 2002 15:06:27 GMT;rome (earth), it;http://farm6.static.flickr.com/5461/buddyicons/33399095@N00.jpg;TRUE;FALSE;1000;59
667;6267583810;S;http://www.flickr.com/photos/alles-banane/6267583810/;16;Berlin - S-Bahn - Brandenburger Tor - gr??n - green -;5;0;21 Oct 2011 20:58:02 GMT;21 Oct 2011 18:21:30 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,381798;52,51638;54459033@N02;alles banane;;2470;1 Oct 2010 17:33:55 GMT;31 Dec 1979 23:00:14 GMT;;http://farm8.static.flickr.com/7145/buddyicons/54459033@N02.jpg;TRUE;FALSE;85;64
668;6261227395;Berlin Festival of Lights 2011;http://www.flickr.com/photos/frankeggen/6261227395/;16;Berlin - 2011 - Festival of Lights - Brandenburger Tor - Pariser Platz - geo:lat=52.51635144 - geo:lon=13.37863326 - geotagged - Deutschland - DEU -;10;0;19 Oct 2011 20:05:58 GMT;17 Oct 2011 18:13:16 GMT;"Lichtinstallation am Brandenburger Tor in Berlin. Blick vom Pariser Platz auf das Brandenburger Tor.

Vom 12. bis 23. Oktober 2011 verwandelt das Festival of Lights die Metropole Berlin erneut in eine glitzernde, farbenpr?ñchtige Stadt

Dabei werden die";;0;NA;NA;0;FALSE;FALSE;NA;13,378633;52,516354;57447841@N05;frankeggen;Frank Eggen;1233;31 Dec 2010 18:02:02 GMT;7 Dec 2002 02:32:29 GMT;Berlin, Deutschland;http://farm6.static.flickr.com/5167/buddyicons/57447841@N05.jpg;TRUE;FALSE;34;14
669;6261749444;Berlin Festival of Lights 2011;http://www.flickr.com/photos/frankeggen/6261749444/;16;Berlin - 2011 - Festival of Lights - Brandenburger Tor - Pariser Platz - geo:lat=52.51635144 - geo:lon=13.37863326 - geotagged - Deutschland - DEU -;10;0;19 Oct 2011 20:04:44 GMT;17 Oct 2011 18:03:08 GMT;"Lichtinstallation am Brandenburger Tor in Berlin. Blick vom Pariser Platz auf das Brandenburger Tor.

Vom 12. bis 23. Oktober 2011 verwandelt das Festival of Lights die Metropole Berlin erneut in eine glitzernde, farbenpr?ñchtige Stadt

Dabei werden die";;0;NA;NA;0;FALSE;FALSE;NA;13,378633;52,516354;57447841@N05;frankeggen;Frank Eggen;1233;31 Dec 2010 18:02:02 GMT;7 Dec 2002 02:32:29 GMT;Berlin, Deutschland;http://farm6.static.flickr.com/5167/buddyicons/57447841@N05.jpg;TRUE;FALSE;34;14
670;6261739174;Berlin Festival of Lights 2011;http://www.flickr.com/photos/frankeggen/6261739174/;16;Berlin - 2011 - Festival of Lights - Quadriga - Brandenburger Tor - geo:lat=52.51635144 - geo:lon=13.37863326 - geotagged - Deutschland - DEU -;10;2;19 Oct 2011 20:01:17 GMT;17 Oct 2011 18:09:33 GMT;"Nahaufnahme der Quadriga auf dem Brandenburger Tor.

Vom 12. bis 23. Oktober 2011 verwandelt das Festival of Lights die Metropole Berlin erneut in eine glitzernde, farbenpr?ñchtige Stadt

Dabei werden die weltber??hmten Berliner Wahrzeichen ebenso in ein";;0;NA;NA;0;FALSE;FALSE;NA;13,378633;52,516354;57447841@N05;frankeggen;Frank Eggen;1233;31 Dec 2010 18:02:02 GMT;7 Dec 2002 02:32:29 GMT;Berlin, Deutschland;http://farm6.static.flickr.com/5167/buddyicons/57447841@N05.jpg;TRUE;FALSE;34;14
671;6259859369;With my Little Ukulele in my Hand;http://www.flickr.com/photos/nickcoates/6259859369/;16;Berlin - Brandenburg Gate - Brandenburger Tor - busker - D60 - Deutschland - Germany - Nikon - Pariser Platz - strassenmusik - strassenmusiker - strassenmusikerin - Unter den Linden -;13;2;19 Oct 2011 10:28:08 GMT;8 Aug 2011 08:21:28 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,379416;52,5163;15034243@N03;nickcoates74;Nick Coates;1197;1 Sep 2008 20:30:58 GMT;15 Apr 2008 18:08:05 GMT;United Kingdom;http://farm5.static.flickr.com/4110/buddyicons/15034243@N03.jpg;TRUE;FALSE;43;57
672;6255150653;Siegess?ñule (Festival of Lights);http://www.flickr.com/photos/withoutshoes/6255150653/;16;berlin - siegess?ñule - brandenburger tor - festival of lights -;4;0;17 Oct 2011 22:53:06 GMT;17 Oct 2011 22:53:06 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,350212;52,5144;42172074@N04;WithoutShoes;Corinna Klingler;465;4 Sep 2009 14:42:01 GMT;31 Dec 1999 23:00:45 GMT;;http://farm7.static.flickr.com/6174/buddyicons/42172074@N04.jpg;TRUE;FALSE;14;22
673;6254868836;guten morgen berlin!;http://www.flickr.com/photos/andrewgulik/6254868836/;16;berlin - germany - deutschland - nikon d3000 - brandenburg gate - brandenburger tor - brandenburg - unification -;8;6;17 Oct 2011 18:27:21 GMT;14 Oct 2011 14:45:58 GMT;went to berlin for the weekend! loved every minute of it;;0;NA;NA;0;FALSE;FALSE;NA;13,378053;52,51628;28365179@N03;andrew gulik;Andrew Gulik;200;16 Jan 2010 00:30:31 GMT;28 May 2009 13:06:10 GMT;Montreal, Canada;http://farm8.static.flickr.com/7056/buddyicons/28365179@N03.jpg;FALSE;FALSE;288;12
674;6239243003;Festival of Lights;http://www.flickr.com/photos/garytube/6239243003/;16;festival of lights - 2011 - berlin - potsdamer platz - brandenburger tor - light - long - exposure - garytube - canon 60d - tamron -;11;0;13 Oct 2011 03:24:41 GMT;12 Oct 2011 19:00:00 GMT;Festival of Lights 2011 - Logo;;0;NA;NA;0;FALSE;FALSE;NA;13,372539;52,507698;41669760@N05;GaryTube;;83;25 Aug 2009 17:56:19 GMT;30 May 2008 22:29:01 GMT;;http://farm4.static.flickr.com/3553/buddyicons/41669760@N05.jpg;FALSE;FALSE;20;10
675;6238774056;Quadriga Reflected;http://www.flickr.com/photos/elmada/6238774056/;16;elmada - Germany - Deutschland - Berlin - Brandenburger Tor - Brandenburger Gate - wasser - watter - Quadriga - reflection - mirror -;11;0;12 Oct 2011 20:10:51 GMT;12 Oct 2011 15:52:47 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,376889;52,51609;48355243@N00;elmada;Adam Lederer;7411;11 Jul 2005 13:22:48 GMT;22 May 2002 09:19:49 GMT;Berlin, Germany;http://farm1.static.flickr.com/22/buddyicons/48355243@N00.jpg;TRUE;FALSE;24;124
676;6238251491;Brandenburger Tor;http://www.flickr.com/photos/elmada/6238251491/;16;elmada - Germany - Deutschland - Berlin - Berlin Festival of LIghts - Festival of Lights - lights - festival - lichtfest - Brandenburger Tor - Brandenburger - Tor - Brandenburger Gate -;13;0;12 Oct 2011 20:11:08 GMT;12 Oct 2011 16:53:15 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,379432;52,515984;48355243@N00;elmada;Adam Lederer;7411;11 Jul 2005 13:22:48 GMT;22 May 2002 09:19:49 GMT;Berlin, Germany;http://farm1.static.flickr.com/22/buddyicons/48355243@N00.jpg;TRUE;FALSE;24;124
677;6238252247;Brandenburger Gate;http://www.flickr.com/photos/elmada/6238252247/;16;elmada - Germany - Deutschland - Berlin - Berlin Festival of LIghts - Festival of Lights - lights - festival - lichtfest - Brandenburger - Gate - Tor - Brandenburger Gate - Brandenburger Tor -;14;2;12 Oct 2011 20:11:25 GMT;12 Oct 2011 16:54:52 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,379432;52,515984;48355243@N00;elmada;Adam Lederer;7411;11 Jul 2005 13:22:48 GMT;22 May 2002 09:19:49 GMT;Berlin, Germany;http://farm1.static.flickr.com/22/buddyicons/48355243@N00.jpg;TRUE;FALSE;24;124
678;6229551049;091111-Brandenburger Tor (9);http://www.flickr.com/photos/miniviews/6229551049/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:31:03 GMT;11 Sep 2011 06:37:46 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378288;52,51628;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
679;6229549165;091111-Brandenburger Tor (8);http://www.flickr.com/photos/miniviews/6229549165/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:30:07 GMT;11 Sep 2011 06:37:39 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378283;52,51628;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
680;6229553445;091111-Brandenburger Tor (16);http://www.flickr.com/photos/miniviews/6229553445/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:32:14 GMT;11 Sep 2011 06:39:10 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,51625;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
681;6229554919;091111-Brandenburger Tor (17);http://www.flickr.com/photos/miniviews/6229554919/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:32:55 GMT;11 Sep 2011 06:39:31 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378413;52,51623;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
682;6229558859;091111-Brandenburger Tor (24);http://www.flickr.com/photos/miniviews/6229558859/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:34:54 GMT;11 Sep 2011 06:40:59 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378652;52,516174;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
683;6229562381;091111-Brandenburger Tor (27);http://www.flickr.com/photos/miniviews/6229562381/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:36:51 GMT;11 Sep 2011 06:41:49 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378886;52,51611;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
684;6229560419;091111-Brandenburger Tor (26);http://www.flickr.com/photos/miniviews/6229560419/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:35:46 GMT;11 Sep 2011 06:41:36 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378808;52,516136;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
685;6229556671;091111-Brandenburger Tor (18);http://www.flickr.com/photos/miniviews/6229556671/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:33:47 GMT;11 Sep 2011 06:39:42 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378441;52,51622;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
686;6230064746;091111-Brandenburger Tor (7);http://www.flickr.com/photos/miniviews/6230064746/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:29:11 GMT;11 Sep 2011 06:37:32 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378277;52,516285;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
687;6230062826;091111-Brandenburger Tor (3);http://www.flickr.com/photos/miniviews/6230062826/;16;travel - berlin - germany - 09112011 - Brandenburger Tor - gate - unter den linden -;7;0;10 Oct 2011 08:28:11 GMT;11 Sep 2011 06:36:14 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377536;52,51644;26515295@N06;miniviews;;21787;19 Jun 2008 05:53:13 GMT;30 Aug 2007 17:28:39 GMT;;http://farm4.static.flickr.com/3007/buddyicons/26515295@N06.jpg;TRUE;FALSE;3;798
688;6224411146;Berlin, Germany;http://www.flickr.com/photos/nigel321/6224411146/;16;berlin - germany - deutschland - Brandenburg Gate - Brandenburger Tor -;5;0;8 Oct 2011 21:41:39 GMT;18 Jul 2011 08:28:22 GMT;Brandenburg Gate - Brandenburger Tor;;0;NA;NA;5;FALSE;FALSE;NA;13,378064;52,516273;22890158@N08;Nigel's Europe;;6657;9 Feb 2008 16:38:52 GMT;31 May 1989 22:00:00 GMT;Birmingham, UK;http://farm3.static.flickr.com/2142/buddyicons/22890158@N08.jpg;TRUE;FALSE;26;392
689;6223893115;Berlin, Germany;http://www.flickr.com/photos/nigel321/6223893115/;16;berlin - germany - deutschland - Brandenburg Gate - Brandenburger Tor -;5;0;8 Oct 2011 21:42:26 GMT;18 Jul 2011 08:27:46 GMT;Brandenburg Gate - Brandenburger Tor;;0;NA;NA;5;FALSE;FALSE;NA;13,378064;52,516273;22890158@N08;Nigel's Europe;;6657;9 Feb 2008 16:38:52 GMT;31 May 1989 22:00:00 GMT;Birmingham, UK;http://farm3.static.flickr.com/2142/buddyicons/22890158@N08.jpg;TRUE;FALSE;26;392
690;6223899417;Berlin, Germany;http://www.flickr.com/photos/nigel321/6223899417/;16;berlin - germany - deutschland - Brandenburg Gate - Brandenburger Tor -;5;0;8 Oct 2011 21:44:52 GMT;18 Jul 2011 08:21:14 GMT;Brandenburg Gate - Brandenburger Tor;;0;NA;NA;5;FALSE;FALSE;NA;13,378064;52,516273;22890158@N08;Nigel's Europe;;6657;9 Feb 2008 16:38:52 GMT;31 May 1989 22:00:00 GMT;Birmingham, UK;http://farm3.static.flickr.com/2142/buddyicons/22890158@N08.jpg;TRUE;FALSE;26;392
691;6223897267;Berlin, Germany;http://www.flickr.com/photos/nigel321/6223897267/;16;berlin - germany - deutschland - Brandenburg Gate - Brandenburger Tor -;5;0;8 Oct 2011 21:44:03 GMT;18 Jul 2011 08:21:17 GMT;Brandenburg Gate - Brandenburger Tor;;0;NA;NA;5;FALSE;FALSE;NA;13,378064;52,516273;22890158@N08;Nigel's Europe;;6657;9 Feb 2008 16:38:52 GMT;31 May 1989 22:00:00 GMT;Birmingham, UK;http://farm3.static.flickr.com/2142/buddyicons/22890158@N08.jpg;TRUE;FALSE;26;392
692;6223889433;Berlin, Germany;http://www.flickr.com/photos/nigel321/6223889433/;16;berlin - germany - deutschland - Brandenburg Gate - Brandenburger Tor -;5;0;8 Oct 2011 21:40:59 GMT;18 Jul 2011 08:29:09 GMT;Brandenburg Gate - Brandenburger Tor;;0;NA;NA;5;FALSE;FALSE;NA;13,378064;52,516273;22890158@N08;Nigel's Europe;;6657;9 Feb 2008 16:38:52 GMT;31 May 1989 22:00:00 GMT;Birmingham, UK;http://farm3.static.flickr.com/2142/buddyicons/22890158@N08.jpg;TRUE;FALSE;26;392
